,equity
2022-02-16,0.9422555831696576
2022-02-17,0.9422555831696576
2022-02-18,0.9422555831696576
2022-02-19,0.9422555831696576
2022-02-20,0.9422555831696576
2022-02-21,0.9422555831696576
2022-02-22,0.9422555831696576
2022-02-23,0.9422555831696576
2022-02-24,0.9422555831696576
2022-02-25,0.9422555831696576
2022-02-26,0.9422555831696576
2022-02-27,0.9422555831696576
2022-02-28,0.9422555831696576
2022-03-01,0.9422555831696576
2022-03-02,0.9422555831696576
2022-03-03,0.9422555831696576
2022-03-04,0.9422555831696576
2022-03-05,0.9422555831696576
2022-03-06,0.9422555831696576
2022-03-07,0.9422555831696576
2022-03-08,0.9422555831696576
2022-03-09,0.9422555831696576
2022-03-10,0.9422555831696576
2022-03-11,0.9422555831696576
2022-03-12,0.9422555831696576
2022-03-13,0.9422555831696576
2022-03-14,0.9422555831696576
2022-03-15,0.9422555831696576
2022-03-16,0.9422555831696576
2022-03-17,0.9422555831696576
2022-03-18,0.9422555831696576
2022-03-19,0.9422555831696576
2022-03-20,0.9422555831696576
2022-03-21,0.9422555831696576
2022-03-22,0.9422555831696576
2022-03-23,0.9422555831696576
2022-03-24,0.9422555831696576
2022-03-25,0.9422555831696576
2022-03-26,0.9422555831696576
2022-03-27,0.9422555831696576
2022-03-28,0.9422555831696576
2022-03-29,0.9422555831696576
2022-03-30,0.9422555831696576
2022-03-31,0.9422555831696576
2022-04-01,0.9422555831696576
2022-04-02,0.9422555831696576
2022-04-03,0.9422555831696576
2022-04-04,0.9422555831696576
2022-04-05,0.9422555831696576
2022-04-06,0.9422555831696576
2022-04-07,0.9422555831696576
2022-04-08,0.9422555831696576
2022-04-09,0.9422555831696576
2022-04-10,0.9422555831696576
2022-04-11,0.9062561751613096
2022-04-12,0.9156471694134497
2022-04-13,0.924714347238707
2022-04-14,0.9181135236210648
2022-04-15,0.9304406144142322
2022-04-16,0.9272862459608193
2022-04-17,0.9113773750210876
2022-04-18,0.9208507506389902
2022-04-19,0.9343826863994603
2022-04-20,0.9243127364399633
2022-04-21,0.904291473680244
2022-04-22,0.9006687469113377
2022-04-23,0.8921113010470009
2022-04-24,0.8833023605939491
2022-04-25,0.8911827123368097
2022-04-26,0.8516126613389658
2022-04-27,0.8593435957131222
2022-04-28,0.8498879767441189
2022-04-29,0.8237154465116167
2022-04-30,0.7908678606142833
2022-05-01,0.8119755715904499
2022-05-02,0.8098001566486807
2022-05-03,0.8098001566486807
2022-05-04,0.8098001566486807
2022-05-05,0.8098001566486807
2022-05-06,0.8098001566486807
2022-05-07,0.8098001566486807
2022-05-08,0.8098001566486807
2022-05-09,0.8098001566486807
2022-05-10,0.8098001566486807
2022-05-11,0.8098001566486807
2022-05-12,0.8098001566486807
2022-05-13,0.8098001566486807
2022-05-14,0.8098001566486807
2022-05-15,0.8098001566486807
2022-05-16,0.8098001566486807
2022-05-17,0.8098001566486807
2022-05-18,0.8098001566486807
2022-05-19,0.8098001566486807
2022-05-20,0.8098001566486807
2022-05-21,0.8098001566486807
2022-05-22,0.8098001566486807
2022-05-23,0.8098001566486807
2022-05-24,0.8098001566486807
2022-05-25,0.8098001566486807
2022-05-26,0.8098001566486807
2022-05-27,0.8098001566486807
2022-05-28,0.8098001566486807
2022-05-29,0.8098001566486807
2022-05-30,0.8098001566486807
2022-05-31,0.8098001566486807
2022-06-01,0.8098001566486807
2022-06-02,0.8098001566486807
2022-06-03,0.8098001566486807
2022-06-04,0.8098001566486807
2022-06-05,0.8098001566486807
2022-06-06,0.8098001566486807
2022-06-07,0.8098001566486807
2022-06-08,0.8098001566486807
2022-06-09,0.8098001566486807
2022-06-10,0.8098001566486807
2022-06-11,0.8098001566486807
2022-06-12,0.8098001566486807
2022-06-13,0.8098001566486807
2022-06-14,0.8098001566486807
2022-06-15,0.8098001566486807
2022-06-16,0.8098001566486807
2022-06-17,0.8098001566486807
2022-06-18,0.8098001566486807
2022-06-19,0.8098001566486807
2022-06-20,0.8098001566486807
2022-06-21,0.8098001566486807
2022-06-22,0.8098001566486807
2022-06-23,0.8098001566486807
2022-06-24,0.8098001566486807
2022-06-25,0.8098001566486807
2022-06-26,0.8098001566486807
2022-06-27,0.8098001566486807
2022-06-28,0.8098001566486807
2022-06-29,0.8098001566486807
2022-06-30,0.8098001566486807
2022-07-01,0.8098001566486807
2022-07-02,0.8098001566486807
2022-07-03,0.8098001566486807
2022-07-04,0.8098001566486807
2022-07-05,0.8098001566486807
2022-07-06,0.8098001566486807
2022-07-07,0.8098001566486807
2022-07-08,0.8098001566486807
2022-07-09,0.8098001566486807
2022-07-10,0.8098001566486807
2022-07-11,0.8098001566486807
2022-07-12,0.8098001566486807
2022-07-13,0.8098001566486807
2022-07-14,0.8098001566486807
2022-07-15,0.8098001566486807
2022-07-16,0.8098001566486807
2022-07-17,0.8098001566486807
2022-07-18,0.8098001566486807
2022-07-19,0.8098001566486807
2022-07-20,0.8098001566486807
2022-07-21,0.8098001566486807
2022-07-22,0.8098001566486807
2022-07-23,0.8098001566486807
2022-07-24,0.8098001566486807
2022-07-25,0.8098001566486807
2022-07-26,0.8098001566486807
2022-07-27,0.8098001566486807
2022-07-28,0.8098001566486807
2022-07-29,0.8098001566486807
2022-07-30,0.8098001566486807
2022-07-31,0.8098001566486807
2022-08-01,0.8098001566486807
2022-08-02,0.8098001566486807
2022-08-03,0.8098001566486807
2022-08-04,0.8098001566486807
2022-08-05,0.8098001566486807
2022-08-06,0.8098001566486807
2022-08-07,0.8098001566486807
2022-08-08,0.8098001566486807
2022-08-09,0.8098001566486807
2022-08-10,0.8098001566486807
2022-08-11,0.8098001566486807
2022-08-12,0.8098001566486807
2022-08-13,0.8098001566486807
2022-08-14,0.8098001566486807
2022-08-15,0.8098001566486807
2022-08-16,0.8098001566486807
2022-08-17,0.8098001566486807
2022-08-18,0.8098001566486807
2022-08-19,0.8098001566486807
2022-08-20,0.8098001566486807
2022-08-21,0.8098001566486807
2022-08-22,0.8098001566486807
2022-08-23,0.8098001566486807
2022-08-24,0.8098001566486807
2022-08-25,0.8098001566486807
2022-08-26,0.8098001566486807
2022-08-27,0.8098001566486807
2022-08-28,0.8098001566486807
2022-08-29,0.8098001566486807
2022-08-30,0.8098001566486807
2022-08-31,0.8098001566486807
2022-09-01,0.8098001566486807
2022-09-02,0.8098001566486807
2022-09-03,0.8098001566486807
2022-09-04,0.8098001566486807
2022-09-05,0.8098001566486807
2022-09-06,0.8098001566486807
2022-09-07,0.8098001566486807
2022-09-08,0.8098001566486807
2022-09-09,0.8098001566486807
2022-09-10,0.8098001566486807
2022-09-11,0.8098001566486807
2022-09-12,0.8098001566486807
2022-09-13,0.8098001566486807
2022-09-14,0.8098001566486807
2022-09-15,0.8098001566486807
2022-09-16,0.8098001566486807
2022-09-17,0.8098001566486807
2022-09-18,0.8098001566486807
2022-09-19,0.8098001566486807
2022-09-20,0.8098001566486807
2022-09-21,0.8098001566486807
2022-09-22,0.8098001566486807
2022-09-23,0.8098001566486807
2022-09-24,0.8098001566486807
2022-09-25,0.8098001566486807
2022-09-26,0.8098001566486807
2022-09-27,0.8098001566486807
2022-09-28,0.8098001566486807
2022-09-29,0.8098001566486807
2022-09-30,0.8098001566486807
2022-10-01,0.8098001566486807
2022-10-02,0.8098001566486807
2022-10-03,0.8098001566486807
2022-10-04,0.8098001566486807
2022-10-05,0.8098001566486807
2022-10-06,0.8098001566486807
2022-10-07,0.8098001566486807
2022-10-08,0.8098001566486807
2022-10-09,0.8098001566486807
2022-10-10,0.8098001566486807
2022-10-11,0.8098001566486807
2022-10-12,0.8098001566486807
2022-10-13,0.8098001566486807
2022-10-14,0.8098001566486807
2022-10-15,0.8098001566486807
2022-10-16,0.8098001566486807
2022-10-17,0.8098001566486807
2022-10-18,0.8098001566486807
2022-10-19,0.8098001566486807
2022-10-20,0.8098001566486807
2022-10-21,0.8098001566486807
2022-10-22,0.8098001566486807
2022-10-23,0.8098001566486807
2022-10-24,0.8098001566486807
2022-10-25,0.8098001566486807
2022-10-26,0.8098001566486807
2022-10-27,0.8098001566486807
2022-10-28,0.8098001566486807
2022-10-29,0.8098001566486807
2022-10-30,0.8098001566486807
2022-10-31,0.8098001566486807
2022-11-01,0.8098001566486807
2022-11-02,0.8098001566486807
2022-11-03,0.8098001566486807
2022-11-04,0.8098001566486807
2022-11-05,0.8098001566486807
2022-11-06,0.8098001566486807
2022-11-07,0.8098001566486807
2022-11-08,0.8098001566486807
2022-11-09,0.8098001566486807
2022-11-10,0.8098001566486807
2022-11-11,0.8098001566486807
2022-11-12,0.8098001566486807
2022-11-13,0.8098001566486807
2022-11-14,0.8098001566486807
2022-11-15,0.8098001566486807
2022-11-16,0.8098001566486807
2022-11-17,0.8098001566486807
2022-11-18,0.8098001566486807
2022-11-19,0.8098001566486807
2022-11-20,0.8098001566486807
2022-11-21,0.8098001566486807
2022-11-22,0.8098001566486807
2022-11-23,0.8098001566486807
2022-11-24,0.8098001566486807
2022-11-25,0.8098001566486807
2022-11-26,0.8098001566486807
2022-11-27,0.8098001566486807
2022-11-28,0.8098001566486807
2022-11-29,0.8098001566486807
2022-11-30,0.8098001566486807
2022-12-01,0.8098001566486807
2022-12-02,0.8098001566486807
2022-12-03,0.8098001566486807
2022-12-04,0.8098001566486807
2022-12-05,0.8098001566486807
2022-12-06,0.8098001566486807
2022-12-07,0.8098001566486807
2022-12-08,0.8098001566486807
2022-12-09,0.8098001566486807
2022-12-10,0.8098001566486807
2022-12-11,0.8098001566486807
2022-12-12,0.8098001566486807
2022-12-13,0.8098001566486807
2022-12-14,0.8098001566486807
2022-12-15,0.8098001566486807
2022-12-16,0.8098001566486807
2022-12-17,0.8098001566486807
2022-12-18,0.8098001566486807
2022-12-19,0.8098001566486807
2022-12-20,0.8098001566486807
2022-12-21,0.8098001566486807
2022-12-22,0.8098001566486807
2022-12-23,0.8098001566486807
2022-12-24,0.8098001566486807
2022-12-25,0.8098001566486807
2022-12-26,0.8098001566486807
2022-12-27,0.8098001566486807
2022-12-28,0.8098001566486807
2022-12-29,0.8098001566486807
2022-12-30,0.8098001566486807
2022-12-31,0.8098001566486807
2023-01-01,0.8098001566486807
2023-01-02,0.8098001566486807
2023-01-03,0.8098001566486807
2023-01-04,0.8098001566486807
2023-01-05,0.8098001566486807
2023-01-06,0.8098001566486807
2023-01-07,0.8098001566486807
2023-01-08,0.8098001566486807
2023-01-09,0.8098001566486807
2023-01-10,0.8098001566486807
2023-01-11,0.8098001566486807
2023-01-12,0.8212454897856271
2023-01-13,0.8424719582214972
2023-01-14,0.8729775529293226
2023-01-15,0.8652801753247462
2023-01-16,0.8684849410069122
2023-01-17,0.8675929322017399
2023-01-18,0.840252465586821
2023-01-19,0.8562719236138802
2023-01-20,0.9012235032041573
2023-01-21,0.8898348611144483
2023-01-22,0.8937656186421838
2023-01-23,0.9028655518146382
2023-01-24,0.8792101493991997
2023-01-25,0.8995262569833589
2023-01-26,0.9078494653360851
2023-01-27,0.9167143476133481
2023-01-28,0.9110099426367388
2023-01-29,0.9354205632966147
2023-01-30,0.9002089272747382
2023-01-31,0.9172690960766475
2023-02-01,0.9416975074400437
2023-02-02,0.9353358236256579
2023-02-03,0.9494009653888802
2023-02-04,0.94635835610726
2023-02-05,0.9280931733398952
2023-02-06,0.9213129889684915
2023-02-07,0.9497388758726472
2023-02-08,0.937500005262865
2023-02-09,0.897411280250808
2023-02-10,0.88980111812526
2023-02-11,0.9009634317810652
2023-02-12,0.8939858929053788
2023-02-13,0.8876617067404946
2023-02-14,0.9120317041620583
2023-02-15,0.9570802944026477
2023-02-16,0.9361388986916273
2023-02-17,0.9670223862814725
2023-02-18,0.967624371723876
2023-02-19,0.9527964860860744
2023-02-20,0.9562907304219787
2023-02-21,0.9399477766182619
2023-02-22,0.9424234358972925
2023-02-23,0.9397789658312624
2023-02-24,0.9246226233740545
2023-02-25,0.92103786733508
2023-02-26,0.9341114202597603
2023-02-27,0.9300792844560521
2023-02-28,0.9179414068338521
2023-03-01,0.933664664429649
2023-03-02,0.9265020056799705
2023-03-03,0.9052509860885041
2023-03-04,0.8952904902632758
2023-03-05,0.8983590888145627
2023-03-06,0.8976213365584349
2023-03-07,0.8933924585000529
2023-03-08,0.8769937030499304
2023-03-09,0.8579321662002617
2023-03-10,0.853183505857648
2023-03-11,0.8488660569610207
2023-03-12,0.8830817412853977
2023-03-13,0.9098423735434679
2023-03-14,0.9204207241527221
2023-03-15,0.8921601599670317
2023-03-16,0.9012711001487763
2023-03-17,0.9369633235392233
2023-03-18,0.9237748850115514
2023-03-19,0.9322083886297863
2023-03-20,0.911965136469818
2023-03-21,0.9264924785603816
2023-03-22,0.9230317796777397
2023-03-23,0.9365347122681934
2023-03-24,0.9184111308044783
2023-03-25,0.9095589629328632
2023-03-26,0.9191811706579196
2023-03-27,0.9016645057142477
2023-03-28,0.9113560191640839
2023-03-29,0.9227418680790507
2023-03-30,0.917603494003585
2023-03-31,0.9252976503067254
2023-04-01,0.9260211928751658
2023-04-02,0.9227537924110004
2023-04-03,0.9207572194184566
2023-04-04,0.9277834576844984
2023-04-05,0.9319469386971669
2023-04-06,0.926817726894007
2023-04-07,0.9243104779922734
2023-04-08,0.919389093406076
2023-04-09,0.9217381695746876
2023-04-10,0.9347849700311505
2023-04-11,0.9394809635200663
2023-04-12,0.9397804010337119
2023-04-13,0.9545580527182598
2023-04-14,0.9664269113999379
2023-04-15,0.9623560837503924
2023-04-16,0.9684957520295526
2023-04-17,0.9583847875217562
2023-04-18,0.9681355031357421
2023-04-19,0.9347393557120333
2023-04-20,0.9268647928932321
2023-04-21,0.9071727989242174
2023-04-22,0.9152719361923659
2023-04-23,0.9101802462124874
2023-04-24,0.9084446341319867
2023-04-25,0.9158623123335271
2023-04-26,0.9095823719743417
2023-04-27,0.9211813168236114
2023-04-28,0.9113081745733183
2023-04-29,0.9148181004049176
2023-04-30,0.910550691912015
2023-05-01,0.8926693133129693
2023-05-02,0.8964670319070791
2023-05-03,0.9059054418804442
2023-05-04,0.8912119456299334
2023-05-05,0.9053366648912168
2023-05-06,0.8781855675856337
2023-05-07,0.8726417349300791
2023-05-08,0.8421413822727817
2023-05-09,0.8402939702078438
2023-05-10,0.8523042894669002
2023-05-11,0.8280939472387174
2023-05-12,0.8373709413657761
2023-05-13,0.8335018956223286
2023-05-14,0.8401712954382684
2023-05-15,0.8453535015841402
2023-05-16,0.8469530186661872
2023-05-17,0.8557954230027134
2023-05-18,0.8451745298741107
2023-05-19,0.8480553499663038
2023-05-20,0.8504107616596221
2023-05-21,0.836588833916158
2023-05-22,0.8391271192825016
2023-05-23,0.8487644671431637
2023-05-24,0.8267669842627684
2023-05-25,0.8256377741462668
2023-05-26,0.832317951634285
2023-05-27,0.8393659120259921
2023-05-28,0.8624522669869041
2023-05-29,0.8604040928818439
2023-05-30,0.8675303270280016
2023-05-31,0.8567039911240213
2023-06-01,0.8505861550346745
2023-06-02,0.8710657910047093
2023-06-03,0.8674747268628751
2023-06-04,0.8744912374455098
2023-06-05,0.8332420399022987
2023-06-06,0.8520378200166141
2023-06-07,0.823373278723764
2023-06-08,0.8197871744531043
2023-06-09,0.8197871744531043
2023-06-10,0.8197871744531043
2023-06-11,0.8197871744531043
2023-06-12,0.8197871744531043
2023-06-13,0.8197871744531043
2023-06-14,0.8197871744531043
2023-06-15,0.8197871744531043
2023-06-16,0.8197871744531043
2023-06-17,0.8197871744531043
2023-06-18,0.8197871744531043
2023-06-19,0.8197871744531043
2023-06-20,0.8197871744531043
2023-06-21,0.8197871744531043
2023-06-22,0.8197871744531043
2023-06-23,0.8197871744531043
2023-06-24,0.8197871744531043
2023-06-25,0.8197871744531043
2023-06-26,0.8197871744531043
2023-06-27,0.8197871744531043
2023-06-28,0.8197871744531043
2023-06-29,0.8197871744531043
2023-06-30,0.8197871744531043
2023-07-01,0.8197871744531043
2023-07-02,0.8197871744531043
2023-07-03,0.8197871744531043
2023-07-04,0.8197871744531043
2023-07-05,0.8197871744531043
2023-07-06,0.8197871744531043
2023-07-07,0.8197871744531043
2023-07-08,0.8197871744531043
2023-07-09,0.8197871744531043
2023-07-10,0.8197871744531043
2023-07-11,0.8161168579157724
2023-07-12,0.8124031987676433
2023-07-13,0.9401488564829517
2023-07-14,0.8986128884926925
2023-07-15,0.9052666534908462
2023-07-16,0.9064999965418917
2023-07-17,0.900676830928972
2023-07-18,0.9013375523039837
2023-07-19,0.917146430350511
2023-07-20,0.9085532663512847
2023-07-21,0.910184026837714
2023-07-22,0.8885664196389406
2023-07-23,0.8974046046513257
2023-07-24,0.8768438042711173
2023-07-25,0.8937949411162646
2023-07-26,0.8971660801977808
2023-07-27,0.8948167385341191
2023-07-28,0.8940174682370158
2023-07-29,0.9035318266308084
2023-07-30,0.894066729123437
2023-07-31,0.8874098990467516
2023-08-01,0.8885106371407164
2023-08-02,0.8647430113144737
2023-08-03,0.8568429338022532
2023-08-04,0.8546788207292262
2023-08-05,0.8547240420770135
2023-08-06,0.8526660976456959
2023-08-07,0.8605653095853804
2023-08-08,0.8732970310420729
2023-08-09,0.8736960686506299
2023-08-10,0.8685900454937775
2023-08-11,0.866028130980436
2023-08-12,0.865790385439282
2023-08-13,0.8607385638974501
2023-08-14,0.8667618488786352
2023-08-15,0.8516632150814526
2023-08-16,0.8282580754407547
2023-08-17,0.7730109813044443
2023-08-18,0.7692692585283105
2023-08-19,0.7740025946401817
2023-08-20,0.7784916178978016
2023-08-21,0.7712121595605745
2023-08-22,0.7658367952729191
2023-08-23,0.7658367952729191
2023-08-24,0.7658367952729191
2023-08-25,0.7658367952729191
2023-08-26,0.7658367952729191
2023-08-27,0.7658367952729191
2023-08-28,0.7658367952729191
2023-08-29,0.7658367952729191
2023-08-30,0.7658367952729191
2023-08-31,0.7658367952729191
2023-09-01,0.7658367952729191
2023-09-02,0.7658367952729191
2023-09-03,0.7658367952729191
2023-09-04,0.7658367952729191
2023-09-05,0.7658367952729191
2023-09-06,0.7658367952729191
2023-09-07,0.7658367952729191
2023-09-08,0.7658367952729191
2023-09-09,0.7658367952729191
2023-09-10,0.7658367952729191
2023-09-11,0.7658367952729191
2023-09-12,0.7658367952729191
2023-09-13,0.7658367952729191
2023-09-14,0.7658367952729191
2023-09-15,0.7658367952729191
2023-09-16,0.7658367952729191
2023-09-17,0.7658367952729191
2023-09-18,0.7658367952729191
2023-09-19,0.7658367952729191
2023-09-20,0.7658367952729191
2023-09-21,0.7658367952729191
2023-09-22,0.7658367952729191
2023-09-23,0.7658367952729191
2023-09-24,0.7658367952729191
2023-09-25,0.7658367952729191
2023-09-26,0.7658367952729191
2023-09-27,0.7658367952729191
2023-09-28,0.7658367952729191
2023-09-29,0.7658367952729191
2023-09-30,0.7658367952729191
2023-10-01,0.7658367952729191
2023-10-02,0.7658367952729191
2023-10-03,0.7658367952729191
2023-10-04,0.7658367952729191
2023-10-05,0.7658367952729191
2023-10-06,0.7658367952729191
2023-10-07,0.7658367952729191
2023-10-08,0.7658367952729191
2023-10-09,0.7658367952729191
2023-10-10,0.7658367952729191
2023-10-11,0.7658367952729191
2023-10-12,0.7658367952729191
2023-10-13,0.7658367952729191
2023-10-14,0.7658367952729191
2023-10-15,0.7658367952729191
2023-10-16,0.7658367952729191
2023-10-17,0.7658367952729191
2023-10-18,0.7658367952729191
2023-10-19,0.7658367952729191
2023-10-20,0.7658367952729191
2023-10-21,0.7658367952729191
2023-10-22,0.7658367952729191
2023-10-23,0.7658367952729191
2023-10-24,0.758048362684462
2023-10-25,0.7717965224074028
2023-10-26,0.7762806396765063
2023-10-27,0.7656286877864842
2023-10-28,0.771586515655247
2023-10-29,0.7788416828058773
2023-10-30,0.7946572630155041
2023-10-31,0.8097285855852775
2023-11-01,0.8267849660745882
2023-11-02,0.8112865987069762
2023-11-03,0.8205311479792093
2023-11-04,0.8314638667202615
2023-11-05,0.8437340763720315
2023-11-06,0.8730233560837345
2023-11-07,0.860463809720112
2023-11-08,0.8761921579875696
2023-11-09,0.8853376416588864
2023-11-10,0.9267687172383469
2023-11-11,0.9512273141118951
2023-11-12,0.9560246186773058
2023-11-13,0.9250716935213213
2023-11-14,0.9166932812330353
2023-11-15,0.9545976214885591
2023-11-16,0.929183562824371
2023-11-17,0.9404974704288463
2023-11-18,0.9311303638788468
2023-11-19,0.9430800827270145
2023-11-20,0.9274226066270962
2023-11-21,0.8891698202417958
2023-11-22,0.9261284358534203
2023-11-23,0.9265502036102273
2023-11-24,0.9290677164686494
2023-11-25,0.936176575707226
2023-11-26,0.9286273883341867
2023-11-27,0.9205531172554117
2023-11-28,0.9352533780506623
2023-11-29,0.9380913041383736
2023-11-30,0.939802689349156
2023-12-01,0.9510347525189843
2023-12-02,0.9723498707112369
2023-12-03,0.9706983679848824
2023-12-04,0.983669085549581
2023-12-05,0.9934395206805756
2023-12-06,0.9948767108233081
2023-12-07,1.0042124424294168
2023-12-08,1.0353084677847277
