date,1INCH,AAVE,ADA,ALGO,APT,ARB,ATOM,AVAX,AXS,BAT,BCH,BNB,BTC,CAKE,CHZ,COMP,CRV,DASH,DOGE,DOT,EGLD,ENJ,EOS,ETC,ETH,FIL,FTM,FTT,GALA,GRT,HBAR,ICP,INJ,IOTA,KAVA,LDO,LINK,LTC,MANA,MATIC,MKR,NEAR,NEO,OP,RUNE,SAND,SEI,SNX,SOL,SUI,THETA,TIA,TRX,UNI,VET,WAVES,XLM,XRP,XTZ,ZEC,ZIL
2019-01-01,,,0.04198,,,,,,,,,5.991,3797.14,,,,,,,,,,2.6184,5.252,139.1,,,,,,,,,0.3612,,,,31.48,,,,,7.756,,,,,,,,,,0.01928,,0.004082,,0.11351,0.3608,,,
2019-01-02,,,0.04433,,,,,,,,,6.051,3858.56,,,,,,,,,,2.8197,5.32,152.01,,,,,,,,,0.3826,,,,32.67,,,,,7.899,,,,,,,,,,0.01974,,0.004132,,0.11656,0.36882,,,
2019-01-03,,,0.04205,,,,,,,,,5.7979,3766.78,,,,,,,,,,2.6379,4.9982,146.3,,,,,,,,,0.3691,,,,31.39,,,,,7.522,,,,,,,,,,0.01966,,0.00397,,0.11139,0.3524,,,
2019-01-04,,,0.04301,,,,,,,,,5.9692,3792.01,,,,,,,,,,2.6744,5.1894,151.97,,,,,,,,,0.3674,,,,31.76,,,,,7.455,,,,,,,,,,0.02106,,0.004023,,0.11271,0.35308,,,
2019-01-05,,,0.04403,,,,,,,,,5.9625,3770.96,,,,,,,,,,2.651,5.0564,152.83,,,,,,,,,0.3625,,,,34.33,,,,,7.722,,,,,,,,,,0.0219,,0.003998,,0.11148,0.34851,,,
2019-01-06,,,0.04822,,,,,,,,,6.2688,3987.6,,,,,,,,,,2.8092,5.385,153.86,,,,,,,,,0.3703,,,,38.3,,,,,8.463,,,,,,,,,,0.02249,,0.004245,,0.11871,0.36042,,,
2019-01-07,,,0.04755,,,,,,,,,6.2009,3975.45,,,,,,,,,,2.7336,4.8099,149.34,,,,,,,,,0.362,,,,37.35,,,,,8.36,,,,,,,,,,0.02334,,0.004121,,0.12232,0.36022,,,
2019-01-08,,,0.0478,,,,,,,,,6.5128,3955.13,,,,,,,,,,2.743,4.8852,147.6,,,,,,,,,0.3567,,,,38.7,,,,,9.006,,,,,,,,,,0.02589,,0.004297,,0.12153,0.36073,,,
2019-01-09,,,0.05144,,,,,,,,,6.5511,3966.65,,,,,,,,,,2.86,4.9059,148.1,,,,,,,,,0.3626,,,,38.17,,,,,8.999,,,,,,,,,,0.02785,,0.004702,,0.1225,0.3648,,,
2019-01-10,,,0.04366,,,,,,,,,5.8449,3585.88,,,,,,,,,,2.3691,4.3316,124.95,,,,,,,,,0.3034,,,,32.81,,,,,7.775,,,,,,,,,,0.02541,,0.003968,,0.10595,0.32464,,,
2019-01-11,,,0.0433,,,,,,,,,5.9595,3601.31,,,,,,,,,,2.3627,4.3799,124.65,,,,,,,,,0.3071,,,,31.49,,,,,7.735,,,,,,,,,,0.02453,,0.003912,,0.10385,0.3258,,,
2019-01-12,,,0.04288,,,,,,,,,5.8594,3583.13,,,,,,,,,,2.3768,4.4593,123.35,,,,,,,,,0.3021,,,,31.65,,,,,7.563,,,,,,,,,,0.02296,,0.003938,,0.10447,0.32557,,,
2019-01-13,,,0.03944,,,,,,,,,5.4688,3476.81,,,,,,,,,,2.2092,4.1395,114.16,,,,,,,,,0.2786,,,,29.59,,,,,6.984,,,,,,,,,,0.02085,,0.003698,,0.10102,0.31132,,,
2019-01-14,,,0.04343,,,,,,,,,6.0583,3626.09,,,,,,,,,,2.4256,4.2913,126.95,,,,,,,,,0.2991,,,,31.71,,,,,7.812,,,,,,,,,,0.02524,,0.003974,,0.10732,0.32871,,,
2019-01-15,,,0.04201,,,,,,,,,5.8111,3553.06,,,,,,,,,,2.3496,4.1215,118.95,,,,,,,,,0.2906,,,,30.75,,,,,7.418,,,,,,,,,,0.02395,,0.003852,,0.1037,0.3215,,,
2019-01-16,,,0.04419,,,,,,,,,6.0911,3591.84,,,,,,,,,,2.4027,4.2516,121.48,,,,,,,,,0.2934,,,0.4895,31.29,,,,,7.551,,,,,,,,,,0.02479,,0.003933,,0.10551,0.3257,,,
2019-01-17,,,0.04471,,,,,,,,,6.3266,3616.21,,,,,,,,,,2.4718,4.4137,121.54,,,,,,,,,0.3057,,,0.4756,31.4,,,,,7.664,,,,,,,,,,0.02492,,0.004191,,0.10712,0.32489,,,
2019-01-18,,,0.04372,,,,,,,,,6.4867,3594.87,,,,,,,,,,2.4296,4.3153,119.17,,,,,,,,,0.3004,,,0.4894,30.77,,,,,7.505,,,,,,,,,,0.02441,,0.004014,2.5235,0.10542,0.32036,,,
2019-01-19,,,0.04515,,,,,,,,,6.5199,3665.3,,,,,,,,,,2.444,4.341,122.6,,,,,,,,,0.3074,,,0.4831,32,,,,,7.901,,,,,,,,,,0.02419,,0.004077,2.5718,0.10651,0.3267,,,
2019-01-20,,,0.04287,,,,,,,,,6.4008,3539.28,,,,,,,,,,2.3266,4.2098,117.47,,,,,,,,,0.2953,,,0.4834,30.64,,,,,7.452,,,,,,,,,,0.02355,,0.003947,2.5071,0.10289,0.3168,,,
2019-01-21,,,0.04251,,,,,,,,,6.4724,3526.9,,,,,,,,,,2.3223,4.2231,115.63,,,,,,,,,0.3004,,,0.4972,30.82,,,,,7.41,,,,,,,,,,0.02537,,0.004066,2.5001,0.10139,0.31767,,,
2019-01-22,,,0.04334,,,,,,,,,6.4736,3570.93,,,,,,,,,,2.4276,4.2776,117.81,,,,,,,,,0.3024,,,0.5344,31.41,,,,,7.6,,,,,,,,,,0.02619,,0.004529,2.7684,0.10209,0.31762,,,
2019-01-23,,,0.04266,,,,,,,,,6.4969,3552.82,,,,,,,,,,2.4188,4.2467,116.44,,,,,,,,,0.2929,,,0.5046,31.69,,,,,7.461,,,,,,,,,,0.02631,,0.004358,3.0269,0.10068,0.31415,,,
2019-01-24,,,0.04284,,,,,,,,,6.4588,3569.62,,,,,,,,,,2.4343,4.2637,116.39,,,,,,,,,0.2908,,,0.5017,32.51,,,,,7.642,,,,,,,,,,0.02672,,0.004379,2.7189,0.101,0.31593,,,
2019-01-25,,,0.0424,,,,,,,,,6.6899,3565.29,,,,,,,,,,2.4285,4.3159,115.11,,,,,,,,,0.284,,,0.4739,32.69,,,,,7.493,,,,,,,,,,0.02651,,0.004298,2.7792,0.0995,0.31384,,,
2019-01-26,,,0.04241,,,,,,,,,6.9463,3565.25,,,,,,,,,,2.4065,4.2704,115.34,,,,,,,,,0.2803,,,0.4661,32.8,,,,,7.438,,,,,,,,,,0.0285,,0.004332,2.677,0.09814,0.31258,,,
2019-01-27,,,0.04087,,,,,,,,,7.0396,3550.84,,,,,,,,,,2.3522,4.2064,112.05,,,,,,,,,0.2671,,,0.4303,32.21,,,,,7.336,,,,,,,,,,0.02902,,0.004136,2.6726,0.0943,0.30646,,,
2019-01-28,,,0.03855,,,,,,,,,6.1648,3434.15,,,,,,,,,,2.2267,3.9067,105.5,,,,,,,,,0.2536,,,0.4116,30.94,,,,,6.921,,,,,,,,,,0.02673,,0.003904,2.879,0.08583,0.29223,,,
2019-01-29,,,0.03796,,,,,,,,,6.1661,3411.04,,,,,,,,,,2.2561,3.8689,104.45,,,,,,,,,0.2514,,,0.4505,30.81,,,,,6.979,,,,,,,,,,0.02709,,0.003875,2.9478,0.08216,0.28693,,,
2019-01-30,,,0.03953,,,,,,,,,6.1388,3458.18,,,,,,,,,,2.3262,3.973,108.29,,,,,,,,,0.2604,,,0.4249,31.68,,,,,7.048,,,,,,,,,,0.02717,,0.004002,2.8729,0.08509,0.32109,,,
2019-01-31,,,0.03824,,,,,,,,,6.22,3434.1,,,,,,,,,,2.3089,3.9287,106.44,,,,,,,,,0.2555,,,0.3832,31.41,,,,,6.861,,,,,,,,,,0.02511,,0.003886,2.773,0.08115,0.30911,,,
2019-02-01,,,0.03857,,,,,,,,,6.5229,3462.07,,,,,,,,,,2.3263,3.9046,106.73,,,,,,,,,0.2551,,,0.4147,32.65,,,,,6.967,,,,,,,,,,0.02615,,0.003901,2.7135,0.08083,0.30624,,,
2019-02-02,,,0.03929,,,,,,,,,6.8655,3504.77,,,,,,,,,,2.4389,3.9821,110.42,,,,,,,,,0.2612,,,0.4136,34.59,,,,,7.237,,,,,,,,,,0.02608,,0.003929,2.7138,0.083,0.3103,,,
2019-02-03,,,0.03824,,,,,,,,,6.7887,3458.11,,,,,,,,,,2.3707,3.8983,107.36,,,,,,,,,0.2517,,,0.3963,33.44,,,,,7.016,,,,,,,,,,0.02542,,0.00386,2.8211,0.08012,0.30219,,,
2019-02-04,,,0.03799,,,,,,,,,7.1069,3463.22,,,,,,,,,,2.3973,3.8746,107.68,,,,,,,,,0.2555,,,0.3943,34.09,,,,,7.051,,,,,,,,,,0.02698,,0.003813,2.7277,0.07862,0.29939,,,
2019-02-05,,,0.03805,,,,,,,,,7.8665,3471.59,,,,,,,,,,2.3914,3.8582,107.27,,,,,,,,,0.254,,,0.4224,34.34,,,,,6.991,,,,,,,,,,0.02623,,0.003783,2.6662,0.07702,0.29972,,,
2019-02-06,,,0.03667,,,,,,,,,8.1303,3405.37,,,,,,,,,,2.3426,3.745,104.5,,,,,,,,,0.2417,,,0.4,32.79,,,,,6.869,,,,,,,,,,0.02551,,0.00363,2.504,0.07426,0.2894,,,
2019-02-07,,,0.03646,,,,,,,,,7.81,3398.4,,,,,,,,,,2.3415,3.8406,104.48,,,,,,,,,0.2535,,,0.4021,33.24,,,,,6.933,,,,,,,,,,0.02569,,0.003686,2.4885,0.07426,0.29145,,,
2019-02-08,,,0.04072,,,,,,,,,8.5972,3659.04,,,,,,,,,,2.7219,4.1355,119.25,,,,,,,,,0.279,,,0.4383,42.99,,,,,7.54,,,,,,,,,,0.02681,,0.003957,2.6465,0.08142,0.31205,,,
2019-02-09,,,0.04117,,,,,,,,,8.9051,3665.18,,,,,,,,,,2.7718,4.0761,119.19,,,,,,,,,0.2764,,,0.4612,44.68,,,,,7.662,,,,,,,,,,0.02623,,0.004018,2.6,0.08069,0.31215,,,
2019-02-10,,,0.0429,,,,,,,,,9.1697,3680.06,,,,,,,,,,2.8393,4.1584,125.12,,,,,,,,,0.2818,,,0.4499,46.79,,,,,7.967,,,,,,,,,,0.02579,,0.004022,2.72,0.08022,0.30988,,,
2019-02-11,,,0.04169,,,,,,,,,9.5288,3631.05,,,,,,,,,,2.75,4.0697,120.89,,,,,,,,,0.2683,,,0.4289,42.9,,,,,8.128,,,,,,,,,,0.02457,,0.003905,2.8726,0.077,0.30255,,,
2019-02-12,,,0.04173,,,,,,,,,9.2765,3631.46,,,,,,,,,,2.9465,4.0685,122.41,,,,,,,,,0.273,,,0.4277,43.89,,,,,8.189,,,,,,,,,,0.02441,,0.003923,2.8492,0.07718,0.30514,,,
2019-02-13,,,0.04107,,,,,,,,,8.9103,3609.4,,,,,,,,,,2.8564,4.0982,121.86,,,,,,,,,0.2702,,,0.4411,41.61,,,,,8.224,,,,,,,,,,0.02406,,0.003852,2.7317,0.07622,0.30382,,,
2019-02-14,,,0.04037,,,,,,,,,8.7655,3590.56,,,,,,,,,,2.7427,4.1065,120.42,,,,,,,,,0.2659,,,0.4259,41.26,,,,,7.888,,,,,,,,,,0.0233,,0.003861,2.6419,0.07626,0.30081,,,
2019-02-15,,,0.04059,,,,,,,,,9.2911,3602.47,,,,,,,,,,2.7928,4.0937,121.67,,,,,,,,,0.2709,,,0.4342,42.58,,,,,8.087,,,,,,,,,,0.0237,,0.003929,2.6565,0.07907,0.30194,,,
2019-02-16,,,0.04101,,,,,,,,,9.1087,3618.41,,,,,,,,,,2.7873,4.0758,122.67,,,,,,,,,0.2742,,,0.4398,43.34,,,,,7.887,,,,,,,,,,0.02356,,0.004089,2.6081,0.07811,0.30077,,,
2019-02-17,,,0.04157,,,,,,,,,9.22,3667.58,,,,,,,,,,2.8762,4.1738,133.75,,,,,,,,,0.278,,,0.4604,43.91,,,,,8.381,,,,,,,,,,0.02378,,0.004118,2.6094,0.07964,0.30318,,,
2019-02-18,,,0.04564,,,,,,,,,9.6127,3898.6,,,,,,,,,,3.4764,4.3857,145.69,,,,,,,,,0.3045,,,0.471,47.84,,,,,8.777,,,,,,,,,,0.0249,,0.004344,2.74,0.08371,0.32194,,,
2019-02-19,,,0.04593,,,,,,,,,10.4728,3907.79,,,,,,,,,,3.5224,4.5363,143.44,,,,,,,,,0.3056,,,0.4598,47.14,,,,,8.881,,,,,,,,,,0.0248,,0.00427,2.7862,0.08974,0.32238,,,0.01868
2019-02-20,,,0.04748,,,,,,,,,10.9211,3969.74,,,,,,,,,,3.9076,4.6727,148.44,,,,,,,,,0.3163,,,0.4618,51.5,,,,,9.107,,,,,,,,,,0.025,,0.004336,2.7849,0.09198,0.3315,,,0.01888
2019-02-21,,,0.04506,,,,,,,,,10.4661,3937.31,,,,,,,,,,3.8035,4.492,145.69,,,,,,,,,0.2999,,,0.4438,48.94,,,,,8.585,,,,,,,,,,0.02471,,0.004464,2.8509,0.08854,0.3207,,,0.01825
2019-02-22,,,0.0458,,,,,,,,,10.7576,3962,,,,,,,,,,3.8411,4.6762,147.36,,,,,,,,,0.3069,,,0.4479,49.19,,,,,8.678,,,,,,,,,,0.0249,,0.004761,2.9022,0.0904,0.32105,,,0.01822
2019-02-23,,,0.04846,,,,,,,,,10.7265,4117.76,,,,,,,,,,4.245,4.8067,157.79,,,,,,,,,0.3207,,,0.4585,51.4,,,,,10.14,,,,,,,,,,0.02528,,0.004885,2.8894,0.09389,0.33201,,,0.01909
2019-02-24,,,0.04156,,,,,,,,,9.9476,3743.56,,,,,,,,,,3.5289,4.0862,132.1,,,,,,,,,0.2781,,,0.405,43.75,,,,,8.908,,,,,,,,,,0.02327,,0.004336,2.637,0.08185,0.29757,,,0.01674
2019-02-25,,,0.04351,,,,,,,,,9.6967,3827.92,,,,,,,,,,3.5461,4.2366,137.87,,,,,,,,,0.2844,,,0.4723,45.4,,,,,9.204,,,,,,,,,,0.02407,,0.004541,2.6794,0.08603,0.32731,,,0.01728
2019-02-26,,,0.04296,,,,,,,,,9.4168,3809.23,,,,,,,,,,3.4318,4.2545,136.22,,,,,,,,,0.2816,,,0.4341,44.76,,,,,9.053,,,,,,,,,,0.02411,,0.00456,2.6435,0.08441,0.31658,,,0.01776
2019-02-27,,,0.04296,,,,,,,,,9.8467,3818.07,,,,,,,,,,3.5021,4.2854,135.02,,,,,,,,,0.2848,,,0.4274,45.16,,,,,8.857,,,,,,,,,,0.02394,,0.004537,2.6473,0.08413,0.31067,,,0.01743
2019-02-28,,,0.04287,,,,,,,,,10.2779,3813.69,,,,,,,,,,3.4971,4.2171,135.34,,,,,,,,,0.2833,,,0.4244,45.61,,,,,8.813,,,,,,,,,,0.02364,,0.004552,2.6495,0.08439,0.3139,,,0.01701
2019-03-01,,,0.043,,,,,,,,,11.3111,3823,,,,,,,,,,3.4673,4.2312,135.32,,,,,,,,,0.2927,,,0.4285,47.05,,,,,8.947,,,,,,,,,,0.02349,,0.004555,2.6815,0.08467,0.31564,,,0.01714
2019-03-02,,,0.04242,,,,,,,,,11.7566,3819.93,,,,,,,,,,3.4753,4.23,132.56,,,,,,,,,0.2911,,,0.4221,48.49,,,,,8.697,,,,,,,,,,0.02267,,0.004467,2.6606,0.08358,0.31382,,,0.01701
2019-03-03,,,0.04206,,,,,,,,,11.4511,3807.75,,,,,,,,,,3.5158,4.2423,130.6,,,,,,,,,0.2838,,,0.4205,47.86,,,,,8.62,,,,,,,,,,0.02248,,0.004398,2.652,0.0875,0.31114,,,0.0168
2019-03-04,,,0.04022,,,,,,,0.1674,,11.4006,3715.3,,,,,,,,,,3.2321,4.0855,125.65,,,,,,,,,0.2712,,,0.4036,45.78,,,,,8.163,,,,,,,,,,0.02277,,0.004206,2.5858,0.08199,0.30207,,,0.01618
2019-03-05,,,0.04292,,,,,,,0.176,,13.6229,3857.73,,,,,,,,,,3.7481,4.2664,136.72,,,,,,,,,0.2804,,,0.4291,52.52,,,,,8.739,,,,,,,,,,0.02375,,0.004332,2.623,0.08565,0.31471,,,0.0169
2019-03-06,,,0.04251,,,,,,,0.1723,,14.5294,3861.84,,,,,,,,,,3.7329,4.265,137.4,,,,,,,,,0.2796,,,0.4296,55.37,,,,,8.705,,,,,,,,,,0.02318,,0.004301,2.5489,0.08469,0.31629,,,0.01672
2019-03-07,,,0.04275,,,,,,,0.181,,15.1,3873.64,,,,,,,,,,3.7571,4.3542,136.81,,,,,,,,,0.2782,,,0.4521,56.73,,,,,9.175,,,,,,,,,,0.02294,,0.00447,2.5659,0.08519,0.31311,,,0.01698
2019-03-08,,,0.04243,,,,,,,0.1947,,14.2931,3864.89,,,,,,,,,,3.5897,4.1892,133.52,,,,,,,,,0.2755,,,0.4611,55.61,,,,,8.765,,,,,,,,,,0.02233,,0.004397,2.647,0.08629,0.30775,,,0.01718
2019-03-09,,,0.04681,,,,,,,0.208,,14.4651,3943.04,,,,,,,,,,3.7544,4.2432,137.27,,,,,,,,,0.282,,,0.4746,57.78,,,,,8.963,,,,,,,,,,0.02277,,0.004827,2.7213,0.09028,0.31389,,,0.01815
2019-03-10,,,0.04557,,,,,,,0.1956,,14.3711,3916.82,,,,,,,,,,3.6935,4.3094,135.37,,,,,,,,,0.2813,,,0.4981,56.59,,,,,8.764,,,,,,,,,,0.02285,,0.004692,2.7304,0.10028,0.31289,,,0.01785
2019-03-11,,,0.04732,,,,,,,0.1925,,14.4143,3871.61,,,,,,,,,,3.5638,4.1992,132.67,,,,,,,,,0.2776,,,0.4629,54.82,,,,,8.724,,,,,,,,,,0.02208,,0.004644,2.6338,0.10199,0.30992,,,0.01735
2019-03-12,,,0.04718,,,,,,,0.1924,,15.3333,3882.73,,,,,,,,,,3.6416,4.2704,133.57,,,,,,,,,0.2827,,,0.4876,56.58,,,,,8.826,,,,,,,,,,0.02227,,0.005287,2.781,0.10541,0.31031,,,0.01788
2019-03-13,,,0.04626,,,,,,,0.1885,,15.0244,3866,,,,,,,,,,3.5632,4.2156,131.65,,,,,,,,,0.2838,,,0.4805,55.29,,,,,8.911,,,,,,,,,,0.02221,,0.005086,2.6802,0.10916,0.31332,,,0.01842
2019-03-14,,,0.04765,,,,,,,0.1925,,14.8901,3877.12,,,,,,,,,,3.5786,4.296,132.2,,,,,,,,,0.297,,,0.4871,55.94,,,,,9.267,,,,,,,,,,0.02242,,0.00518,2.72,0.10639,0.31131,,,0.01815
2019-03-15,,,0.04988,,,,,,,0.1956,,14.9432,3923.76,,,,,,,,,,3.6865,4.3995,136.56,,,,,,,,,0.2991,,,0.4858,58.52,,,,,9.223,,,,,,,,,,0.02295,,0.005299,2.7759,0.10621,0.31473,,,0.01829
2019-03-16,,,0.05124,,,,,,,0.1966,,15.9589,4005.98,,,,,,,,,,3.7991,4.4836,140.92,,,,,,,,,0.3046,,,0.4819,61.21,,,,,9.416,,,,,,,,,,0.02313,,0.005313,2.7843,0.10837,0.31868,,,0.01825
2019-03-17,,,0.04983,,,,,,,0.1931,,15.5693,3981.14,,,,,,,,,,3.7376,4.4148,138.67,,,,,,,,,0.2954,,,0.4785,60.47,,,,,9.186,,,,,,,,,,0.0229,,0.005196,2.7351,0.10896,0.3154,,,0.01802
2019-03-18,,,0.04997,,,,,,,0.194,,15.5388,3987.81,,,,,,,,,,3.7066,4.3927,137.59,,,,,,,,,0.2943,,,0.4757,59.17,,,,,9.108,,,,,,,,,,0.02278,,0.005272,2.7437,0.11616,0.31452,,,0.01802
2019-03-19,,,0.05205,,,,,,,0.1921,,15.4953,4015.53,,,,,,,,,,3.7266,4.5956,138.55,,,,,,,,,0.2955,,,0.477,59.52,,,,,9.164,,,,,,,,,,0.02275,,0.005381,2.7387,0.11193,0.31594,,,0.0183
2019-03-20,,,0.05355,,,,,,,0.1942,,15.1288,4043.04,,,,,,,,,,3.71,4.6506,139.01,,,,,,,,,0.2985,,,0.4807,60.27,,,,,9.306,,,,,,,,,,0.02279,,0.005653,2.7944,0.10882,0.31779,,,0.01928
2019-03-21,,,0.05235,,,,,,,0.1946,,14.3511,3980.64,,,,,,,,,,3.6185,4.7593,134.85,,,,,,,,,0.3213,,,0.4548,58.54,,,,,8.921,,,,,,,,,,0.02217,,0.005603,2.728,0.10554,0.30965,,55.14,0.01855
2019-03-22,,,0.05779,,,,,,,0.1976,,15.1502,3986.93,,,,,,,,,,3.6176,4.8519,135.98,,,,,,,,,0.3107,,,0.4646,59.26,,,,,9.151,,,,,,,,,,0.02251,,0.005764,2.7518,0.10815,0.31041,,55.07,0.01926
2019-03-23,,,0.06349,,,,,,,0.2003,,15.1397,4006.01,,,,,,,,,,3.6647,4.874,137.28,,,,,,,,,0.3124,,,0.4608,60.89,,,,,9.354,,,,,,,,,,0.02428,,0.00588,2.795,0.10681,0.31182,,56.9,0.01953
2019-03-24,,,0.06151,,,,,,,0.2089,,17.1096,3992.18,,,,,,,,,,3.6314,4.8234,136.09,,,,,,,,,0.3073,,,0.4531,59.82,,,,,9.124,,,,,,,,,,0.02324,,0.005751,2.7436,0.10437,0.30787,,57.21,0.02007
2019-03-25,,,0.05857,,,,,,,0.2033,,16.7631,3936.12,,,,,,,,,,3.65,4.6901,133.98,,,,,,,,,0.2972,,,0.4734,59.04,,,,,8.917,,,,,,,,,,0.02256,,0.005612,2.6867,0.10014,0.3031,,55.32,0.01885
2019-03-26,,,0.0617,,,,,,,0.2142,,16.1998,3948.55,,,,,,,,,,3.7439,4.6663,134.18,,,,,,,,,0.2944,,,0.4605,58.79,,,,,8.867,,,,,,,,,,0.0224,,0.005513,2.6904,0.10258,0.30302,,54.49,0.01858
2019-03-27,,,0.06697,,,,,,,0.2251,,16.6,4038.05,,,,,,,,,,4.2539,4.7962,139.45,,,,,,,,,0.3057,,,0.4946,61.44,,,,,9.274,,,,,,,,,,0.0233,,0.005657,2.7463,0.1076,0.31012,,56.96,0.01918
2019-03-28,,,0.06551,,,,,,,0.2533,,16.6665,4027.81,,,,,95.74,,,,,4.2442,4.7055,137.86,,,,,,,,,0.3035,,,0.4992,60.5,,,,,9.181,,,,,,,,,,0.02315,,0.005834,2.7594,0.1065,0.30604,,56.18,0.01941
2019-03-29,,,0.07112,,,,,,,0.2837,,16.4753,4103.25,,,,,98.13,,,,,4.302,4.8722,143.25,,,,,,,,,0.3089,,,0.5008,61.45,,,,,9.941,,,,,,,,,,0.0233,,0.005943,2.8373,0.10752,0.30774,,57.14,0.01912
2019-03-30,,,0.0721,,,,,,,0.2708,,16.9666,4106.97,,,,,100.78,,,,,4.1502,4.7843,142.46,,,,,,,,,0.3072,,,0.494,60.45,,,,,9.941,,,,,,,,,,0.02322,,0.005907,2.7856,0.10725,0.31107,,57.1,0.01953
2019-03-31,,,0.06989,,,,,,,0.2881,,17.5376,4103.95,,,,,110.7,,,,,4.1893,4.8245,141.38,,,,,,,,,0.3063,,,0.5084,60.48,,,,,10.095,,,,,,,,,,0.02344,,0.006092,2.7837,0.10824,0.30889,,58.65,0.02034
2019-04-01,,,0.0721,,,,,,,0.283,,17.8888,4144.56,,,,,112.97,,,,,4.2043,4.8095,141.24,,,,,,,,,0.321,,,0.554,60.45,,,,,10.04,,,,,,,,,,0.02433,,0.006273,2.8982,0.11017,0.31248,,62.7,0.02062
2019-04-02,,,0.08544,,,,,,,0.3205,,19.7155,4857.29,,,,,123.69,,,,,5.0232,5.4288,163.31,,,,,,,,,0.3501,,,0.5811,76.78,,,,,11.505,,,,,,,,,,0.02671,,0.007205,3.0964,0.12111,0.3505,,69.6,0.02243
2019-04-03,,,0.09062,,,,,,,0.2832,,18.5489,4932.6,,,,,123.43,,,,,5.2089,5.4051,159.96,,,,,,,,,0.3359,,,0.562,85.19,,,,,12.123,,,,,,,,,,0.02595,,0.007269,2.8836,0.12038,0.34022,,69.55,0.02195
2019-04-04,,,0.08716,,,,,,,0.2829,,18.992,4898.66,,,,,122.87,,,,,5.065,5.3285,157.36,,,,,,,,,0.331,,,0.5396,84.7,,,,,12.771,,,,,,,,,,0.02582,,0.007191,2.792,0.11722,0.32996,,66.78,0.0226
2019-04-05,,,0.09044,,,,,,,0.3064,,19.3657,5004.95,,,,,132.78,,,,,5.3097,5.7268,164.77,,,,,,,,,0.351,,,0.5729,88.24,,,,,13.467,,,,,,,,,,0.02699,,0.007474,2.8762,0.12697,0.3613,,72.05,0.02494
2019-04-06,,,0.08988,,,,,,,0.3032,,19.0745,5043.89,,,,,130.93,,,,,5.3288,5.9932,165.5,,,,,,,,,0.345,,,0.5691,92.21,,,,,13.079,,,,,,,,,,0.02668,,0.007552,2.9987,0.12492,0.35264,,71.23,0.0251
2019-04-07,,,0.0898,,,,,,,0.2992,,18.9523,5170.27,,,,,135.11,,,,,5.4207,7.6627,174.21,,,,,,,,,0.3579,,,0.5773,91.55,,,,,12.844,,,,,,,,,,0.02889,,0.007609,2.9577,0.13226,0.3612,,74.37,0.0247
2019-04-08,,,0.08604,,,,,,,0.2925,,17.9777,5236.9,,,,,135.3,,,,,5.5003,7.1169,178.72,,,,,,,,,0.3538,,,0.5634,88.57,,,,,12.59,,,,,,,,,,0.03033,,0.007407,2.8349,0.12969,0.35568,,72.19,0.02384
2019-04-09,,,0.08288,,,,,,,0.2872,,18.2984,5150,,,,,131.4,,,,,5.5231,6.9248,174.6,,,,,,,,,0.3455,,,0.53,86.17,,,,,12.06,,,,,,,,,,0.0296,,0.007098,2.793,0.12417,0.34732,,70.3,0.0225
2019-04-10,,,0.08947,,,,,,,0.292,,18.24,5308.25,,,,,129.74,,,,,5.8417,7.0264,177.12,,,,,,,,,0.348,,,0.5197,88.16,,,,,12.424,,,,,,,,0.12343,,0.02997,,0.007125,2.7788,0.12578,0.35345,,71.75,0.02275
2019-04-11,,,0.08297,,,,,,,0.268,,17.5555,5017.37,,,,,122.3,,,,,5.2778,6.2411,164.07,,,,,,,,,0.3256,,,0.4821,78.88,,,,,11.152,,,,,,,,0.11013,,0.02641,,0.006619,2.6353,0.11438,0.32705,,69.61,0.02025
2019-04-12,,,0.0825,,,,,,,0.2868,,18.3333,5048.01,,,,,118.93,,,,,5.3313,6.31,163.19,,,,,,,,,0.3204,,,0.492,78.47,,,,,11.238,,,,,,,,0.11508,,0.02628,,0.006827,2.6425,0.11318,0.32325,,70.94,0.02067
2019-04-13,,,0.08284,,,,,,,0.3094,,18.6111,5045.22,,,,,119.1,,,,,5.2857,6.2917,162.99,,,,,,,,,0.3185,,,0.5358,77.62,,,,,11.015,,,,,,,,0.11745,,0.02604,,0.006904,2.6411,0.11501,0.32458,,69.08,0.02028
2019-04-14,,,0.08416,,,,,,,0.3053,,19.3866,5131.3,,,,,122.57,,,,,5.5422,6.4124,167.23,,,,,,,,,0.3147,,,0.5225,83.28,,,,,11.267,,,,,,,,0.12112,,0.02686,,0.006906,2.7566,0.1172,0.32762,,69.6,0.02096
2019-04-15,,,0.0816,,,,,,,0.2928,,19.2666,5024.95,,,,,118.56,,,,,5.3234,6.1626,159.95,,,,,,,,,0.3009,,,0.4883,78.07,,,,,10.677,,,,,,,,0.11802,,0.02622,,0.006785,2.615,0.11237,0.31905,,67.45,0.02059
2019-04-16,,,0.08271,,,,,,,0.3225,,19.6408,5173.72,,,,,120.61,,,,,5.49,6.2393,165.37,,,,,,,,,0.3087,,,0.4985,80.27,,,,,10.85,,,,,,,,0.13142,,0.02666,,0.006962,2.671,0.11423,0.32379,,68.98,0.0211
